"Année","Consommation annuelle totale de l'adresse (MWh)","Consommation annuelle moyenne par logement de l'adresse (MWh)","Consommation annuelle moyenne de la commune (MWh)","adresse","numero_dpe","etiquette_dpe","etiquette_ges","annee_construction","surface_habitable_logement","conso_5 usages_ef","emission_ges_5_usages","cout_total_5_usages","nombre_appartement"
2024,15.139,1.514,5.807,"2 IMPASSE DU CLOS MESNIL 372 VERNOU SUR BRENNE","2437E1434652M","C","C",NA,75.7,6630.2,1414.7,788.8,11
2024,18.445,1.537,2.76,"50 RUE CHARLES FAROUX 721 LE MANS","2472E1153983W","C","C",NA,82,9783.6,2074.8,1008.9,12
2024,19.893,1.658,2.76,"36 RUE CHARLES FAROUX 721 LE MANS","2472E0756715I","C","C",NA,68,9495.3,2017.9,1040.8,12
2024,87.221,1.817,2.76,"2 RUE DES SABLES D OR 721 LE MANS","2472E1882990P","D","D",1964,83.3,15272.3,3108.8,1271,118
2024,39.124,0.567,2.76,"2 RUE DES SABLONS 721 LE MANS","2472E2462620B","C","A",NA,55.7,6711.4,201,673.3,76
2024,17.45,1.745,2.76,"4 RUE DU 19 MARS 1962 721 LE MANS","2472E1383672B","C","C",NA,64.8,6989.3,1487.2,785.3,21
2024,60.77,2.337,2.76,"67 RUE DU MIROIR 721 LE MANS","2472E0167263C","C","C",NA,66.2,8241.3,1774.3,655.8,26
2024,32.576,1.481,2.76,"125 RUE GAY LUSSAC 721 LE MANS","2472E1603563K","C","C",NA,81,8196.2,1719.7,892.8,26
2024,17.015,1.418,2.76,"1 RUE HENRI FARMAN 721 LE MANS","2472E1553998B","D","D",NA,30,5994.8,1297.4,681.6,12
2024,21.991,1.374,2.76,"40 RUE JACQUES MILLET 721 LE MANS","2472E1553454D","D","D",NA,61,10890,2348.1,1053.2,16
2024,25.39,1.27,2.76,"34 RUE JACQUES MILLET 721 LE MANS","2472E1553242Z","C","C",NA,90,11725.6,2486.3,1149.9,20
2024,37.099,1.613,2.76,"1 RUE JACQUES MILLET 721 LE MANS","2472E1563181G","C","C",NA,63,8256.3,1750.1,878.2,23
2024,29.086,2.424,2.76,"22 RUE LAGRANGE 721 LE MANS","2472E3432835A","C","A",NA,65,10827,300.5,1007.8,96
2024,46.547,1.605,2.76,"2 BOULEVARD MARIE ET ALEXANDRE OYON 721 LE MANS","2472E1965684D","C","C",NA,71,6468.2,1351,758,29
2024,19.017,1.902,2.76,"10 RUE MICHEL ANGE 721 LE MANS","2472E2297964D","D","D",NA,42,7073.9,1529.5,776.4,30
2024,20.305,2.031,2.76,"18 RUE ROBERT COLLET 721 LE MANS","2472E1571271K","C","C",NA,91,7626.1,1581,865.9,10
2024,21.598,1.8,2.76,"2 RUE VAUBAN 721 LE MANS","2472E1266185I","C","C",NA,86,9357.1,1967.8,991.3,12
2024,48.493,1.796,3.064,"28 BOULEVARD DE L ECOLE NORMALE 360 CHÂTEAUROUX","2436E1565573W","C","C",1975,78,9263.1,2026.8,656.1,28
2024,20.366,1.697,3.064,"120 RUE DE LA FONTAINE SAINT GERMAIN 360 CHÂTEAUROUX","2436E2934928J","D","D",1960,56.7,10792.5,2088.1,1379,76
2024,21.878,1.151,3.064,"33 RUE DE LA POSTE 360 CHÂTEAUROUX","2436E2038874T","F","F",1964,32.3,12294.7,2751.3,839,31
2024,19.945,0.907,3.064,"51 AVENUE MARCEL LEMOINE 360 CHÂTEAUROUX","2436E1503299S","D","D",1975,37.8,8663.8,1926.7,786,26
2024,25.882,1.294,3.064,"41 COURS SAINT LUC 360 CHÂTEAUROUX","2436E2224508N","C","C",1991,54,4277.6,879.4,535.7,36
2024,12.31,1.231,2.129,"132 RUE DES CHANELLES 631 CLERMONT FERRAND","2463E4487232K","E","E",1965,56,13586.6,2998.6,1287.3,50
2024,34.702,1.826,2.129,"2 RUE MORNY 631 CLERMONT FERRAND","2463E2723085P","C","C",2009,69.9,6027.6,1263.8,862.1,19
2024,29.885,1.573,3.539,"57 RUE DE BELLEFONDS 161 COGNAC","2416E1251430R","D","D",NA,84.7,13886.5,3093.7,1219.1,16
2024,295.545,3.358,3.539,"80 RUE DE L ECHASSIER 161 COGNAC","2416E2642815M","C","A",1965,87,10025.4,339.5,1342,14
2024,94.124,1.448,3.539,"6 RUE JACQUES FAVEREAU 161 COGNAC","2416E0330805A","D","D",1974,81.6,13166.5,2856,1127.8,18
2024,29.924,1.247,3.539,"7 RUE LUCIEN VALLINA 161 COGNAC","2416E2363584V","C","C",1988,71.3,7682.3,1604,1128.6,54
2024,19.404,1.141,3.539,"13 RUE PIERRE LOTI 161 COGNAC","2416E0331058T","D","D",1975,77.2,12732.8,2758.9,1092.6,18
2024,16.434,1.643,2.682,"19 AVENUE ARISTIDE BRIAND 691 SAINT FONS","2469E0818921T","D","D",1959,53,12120.4,2636.7,1129.9,20
2024,16.704,1.67,2.682,"11 AVENUE ARISTIDE BRIAND 691 SAINT FONS","2469E0818548K","D","D",1959,44,9242.5,2005.9,919.4,20
2024,95.303,1.733,4.565,"78 RUE DES COLLONGES 692 SAINT GENIS LAVAL","2469E1563846S","C","C",2005,31.7,4050.3,861.5,493.6,12
2024,38.3,1.741,2.474,"5 RUE DE LA PASIONARIA 384 SAINT MARTIN D HÈRES","2438E1035465E","C","C",2009,48,5195.5,1112.9,379.6,44
2024,24.008,1.715,2.474,"11 RUE ELSA TRIOLET 384 SAINT MARTIN D HÈRES","2438E2788427U","D","D",1975,80,9487,3381.9,1064.4,15
2024,18.691,1.246,3.474,"10 RUE VERTE 084 VOUZIERS","2408E2737384L","D","D",1977,53,11502.8,2515.8,1110.2,16
2024,17.383,1.738,2.437,"49 BOULEVARD AMBROISE CROIZAT 692 VÉNISSIEUX","2469E0438193J","D","D",NA,72,14475.8,2236.3,1290.2,40
2024,23.681,1.822,2.437,"27 AVENUE DE LA DIVISION LECLERC 692 VÉNISSIEUX","2469E0217314A","E","D",1971,62,17269,2465.7,1431.2,40
2024,85.455,1.676,2.437,"10 AVENUE DE LA DIVISION LECLERC 692 VÉNISSIEUX","2469E0217013L","E","D",1971,62,16035.2,2286.2,1333.5,40
2024,133.371,3.705,2.437,"10 RUE GEORGES MARRANE 692 VÉNISSIEUX","2469E2539782S","D","B",1994,67,5925.1,431.6,1316.9,36
2024,27.434,1.524,2.437,"6 RUE LOUIS AULAGNE 692 VÉNISSIEUX","2469E0918363L","C","A",NA,57,7085.3,83.7,778.1,46
2024,89.887,4.994,2.474,"8 RUE MARIE MARGARON 384 SAINT MARTIN D HÈRES","2438E1250361K","G","C",NA,57.5,12377.8,946.5,2043.9,60
2024,103.123,5.428,2.474,"2 RUE MARIE MARGARON 384 SAINT MARTIN D HÈRES","2438E1249779A","D","B",NA,57.5,4790,346.6,856.9,20
2024,24.413,1.285,2.474,"10 RUE MARIE MARGARON 384 SAINT MARTIN D HÈRES","2438E1250763W","E","E",NA,57.5,10554.3,3222.6,1060.6,20
2024,137.284,1.46,4.035,"2 RUE DE VERDUN 173 SAINT PIERRE D OLÉRON","2417E3755454I","C","C",NA,46.1,4710.2,1006.3,701.9,81
2024,58.821,1.252,3.145,"14 ROUTE DE L ETRAT 422 SAINT PRIEST EN JAREZ","2442E1428091I","C","C",1971,70,9335.8,2066.4,658,481
2024,13.195,1.32,3.145,"9 IMPASSE DES TILLEULS 422 SAINT PRIEST EN JAREZ","2442E2944162T","D","D",NA,75.9,13806.6,3047.8,1367.1,50
2024,78.385,5.599,5.774,"18 RUE DILLARD 766 SAINT SAËNS","2476E1484673W","D","B",1994,48.9,4435.5,319.9,795.1,14
2024,40.163,1.913,4,"15 RUE DE TORCY 774 SAINT THIBAULT DES VIGNES","2477E1947748M","C","C",NA,81.6,8568.6,1849.7,903,21
2024,142.966,1.743,4,"14 RUE DE TORCY 774 SAINT THIBAULT DES VIGNES","2477E0952692C","C","C",NA,63.5,3785.1,781.8,355.9,22
2024,50.023,1.563,3.038,"56 RUE DU HARAS 831 TOULON","2483E3810205R","A","A",2016,60.7,1322,88,333,167
2024,243.834,4.354,3.038,"964 AVENUE JOSEPH GASQUET 831 TOULON","2483E4187946E","C","A",2007,63.5,3329.6,235.1,788.9,20
2024,26.634,1.402,2.664,"39 RUE ANTOINE DE GARGAS 315 TOULOUSE","2431E2497767H","C","A",2004,69,5209.4,376.8,1153,22
2024,39.929,1.597,2.664,"74 AVENUE DE LA COLONNE 315 TOULOUSE","2431E2571866G","C","C",NA,85,9656.2,2105.5,1233.2,12
2024,23.216,1.366,2.664,"2 CHEMIN DE PELLEPORT 315 TOULOUSE","2431E2624616C","D","D",1959,64,8889.8,1940.6,1034.6,18
2024,45.087,1.67,2.664,"4 RUE JEAN AICARD 315 TOULOUSE","2431E0129747P","C","C",2008,63.3,5663.6,1207.2,503.9,27
2024,20.94,1.163,2.664,"5 RUE JEAN CASTILHON 315 TOULOUSE","2431E1570235Z","C","C",1974,64,8306,1827.8,591.1,19
2024,14.195,1.42,2.664,"2 RUE JOACHIM GENARD 315 TOULOUSE","2431E2596784Q","C","C",NA,65,7820.5,1698.9,1043.3,11
2024,19.088,1.735,2.664,"2 RUE JOHANNES KEPLER 315 TOULOUSE","2431E2597364Y","C","C",NA,71,7746.3,1680.3,1039,11
2024,21.953,1.996,2.664,"10 RUE JOHANNES KEPLER 315 TOULOUSE","2431E2598660U","C","C",NA,70,8844.6,1934.3,1135.9,46
2024,53.432,1.272,2.664,"4 RUE SOPHIE GERMAIN 315 TOULOUSE","2431E0509144U","C","C",2014,62.5,5109.9,1106.4,404,12
2024,35.891,3.263,2.967,"2 AVENUE DE LA DRANSE 742 THONON LES BAINS","2474E4175049U","F","C",1949,22,3661.7,266.8,861.7,12
2024,21.462,1.192,2.967,"4 RUE DE VERDUN 742 THONON LES BAINS","2474E1949148F","E","E",1962,31,8581.4,1927.7,753.7,19
2024,107.088,1.623,2.967,"21 AVENUE DES ROMAINS 742 THONON LES BAINS","2474E1762364F","D","D",1958,69,15018.5,3355.6,1088.6,24
2024,61.48,1.576,4.007,"37 RUE DE CLAYE 774 THORIGNY SUR MARNE","2477E2176944S","C","C",2015,39.2,2931.9,610,262,80
2024,25.184,1.399,3.584,"48 AVENUE DE LA PAIX 545 TOMBLAINE","2454E2891765Y","C","C",2019,46.6,3639.8,772.8,548.9,18
2024,29.258,1.829,3.584,"11 RUE DIDEROT 545 TOMBLAINE","2454E3378680L","D","D",1968,53,10181.7,2274.1,1206.2,48
2024,36.259,2.014,3.584,"23 BOULEVARD HENRI BARBUSSE 545 TOMBLAINE","2454E2891164V","C","C",2019,60.3,4842.2,1024.9,734.5,18
2024,68.348,2.278,3.038,"644 AVENUE COLONEL PICOT 831 TOULON","2483E2782868S","E","E",1966,74.2,22340.4,5024,2227,43
2024,66.206,1.54,3.038,"34 ALLEE DES FLAMBOYANTS 831 TOULON","2483E3440640Q","A","A",2015,38.2,966,64.9,255,90
2024,70.278,2.603,2.465,"5 RUE AUGUSTE GUERGADI 561 LORIENT","2456E0429974T","C","A",2011,65.5,7603,323.6,827,27
2024,29.76,1.294,2.465,"1 RUE AUGUSTE RODIN 561 LORIENT","2456E4588088F","C","C",NA,27.9,3436.7,757.9,480.7,24
2024,147.78,1.421,2.465,"2 PLACE DES JUMELAGES 561 LORIENT","2456E3408221S","C","A",1989,18.3,1813.1,124.6,501.7,105
2024,71.248,5.089,2.465,"10 RUE DOCTEUR COTONNEC 561 LORIENT","2456E4590344Z","D","B",NA,47.1,4218.2,305,957.3,14
2024,13.965,0.998,2.465,"7 RUE HECTOR BERLIOZ 561 LORIENT","2456E0382300D","C","C",1973,83.1,11033.6,2416.8,836,14
2024,21.27,1.418,2.465,"2 RUE HENRI DUNANT 561 LORIENT","2456E3913959E","C","C",1958,52,4771,1032.4,602.6,40
2024,29.169,1.945,2.465,"7 RUE JEAN DENIS LANJUINAIS 561 LORIENT","2456E3509210X","C","C",1998,65.2,7587.3,1588.8,1109.5,62
2024,22.125,2.011,2.465,"1 RUE JEAN DENIS LANJUINAIS 561 LORIENT","2456E3506459C","C","C",1998,63.3,5106.3,1048,818,62
2024,72.231,2.006,2.465,"2 RUE JEAN LAGARDE 561 LORIENT","2456E3923939A","C","B",1960,36,3031.3,394,617.3,137
2024,52.414,3.276,2.465,"6 RUE MAURICE THOREZ 561 LORIENT","2456E3122531Q","E","B",1975,90.5,10414.9,778.1,2173.4,45
2024,129.247,1.486,2.465,"19 RUE MAURICE THOREZ 561 LORIENT","2456E1092400R","C","C",1974,75,9770.6,2084.3,901,89
2024,118.198,1.441,2.465,"1 PLACE YANN SOHIER 561 LORIENT","2456E4589765S","D","D",1972,64.7,14170,3079,1533,84
2024,128.443,5.838,3.676,"24 RUE DE BONN 953 LOUVRES","2495E0459391R","D","B",1995,75,6313.8,468.6,1087.5,22
2024,17.839,1.189,3.288,"6 RUE DU COMMANDANT HENRY LANREZAC 543 LUNÉVILLE","2454E3560377U","C","C",1984,71,7282.6,1541,1003.9,15
2024,35.222,1.258,3.288,"4 RUE LOUIS BRAILLE 543 LUNÉVILLE","2454E3669359K","C","C",NA,50.3,5331.3,1148.2,767.7,28
2024,40.605,1.4,3.288,"2 RUE PAUL BRIQUEL 543 LUNÉVILLE","2454E3876710L","C","C",NA,86.9,5751.8,1220.2,835,29
2024,15.555,1.414,4.223,"97 RUE DES RAVENNES 594 MOUVAUX","2459E3546350M","C","C",2006,53.6,4363,911.9,677.1,11
2024,21.342,1.524,4.223,"93 RUE DES RAVENNES 594 MOUVAUX","2459E3546173R","C","C",2006,69.3,5478.9,1140.2,856.9,14
2024,31.029,1.825,4.397,"2 RUE JULES VERNE 632 MOZAC","2463E3156866M","C","C",2010,84.3,10663.2,2239.6,1457.2,10
2024,19.395,1.763,2.734,"1 RUE ALBERT MACKER 682 MULHOUSE","2468E1566096F","C","C",2011,69.3,8589.4,1851.6,689.1,11
2024,21.972,1.831,2.734,"36 RUE ANNA SCHOEN 682 MULHOUSE","2468E0152895I","D","D",1969,78,13624.7,3041.2,917,80
2024,24.996,2.083,2.734,"36 RUE ANNA SCHOEN 682 MULHOUSE","2468E0152895I","D","D",1969,78,13624.7,3041.2,917,80
2024,18.842,1.884,2.734,"2 RUE BRUSTLEIN 682 MULHOUSE","2468E1740305O","D","D",1957,50,10415.2,2299,1001,42
2024,40.149,2.007,2.734,"7 RUE DAGUERRE 682 MULHOUSE","2468E1002844R","C","C",2002,60,6553.6,1395.3,743.9,20
2024,34.863,1.341,2.734,"44 RUE DAGUERRE 682 MULHOUSE","2468E0086176F","E","E",1975,76,19461.1,4268.9,1430,28
2024,64.382,1.463,2.734,"24 RUE DAGUERRE 682 MULHOUSE","2468E4121387Q","D","D",1970,67.1,14784.4,3307.5,1450,120
2024,60.522,5.502,2.734,"154 RUE DE SOULTZ 682 MULHOUSE","2468E4278669Y","C","A",2011,57.3,3720,269.8,873.2,13
2024,133.515,1.376,2.734,"27 BOULEVARD DES NATIONS 682 MULHOUSE","2368E4558851D","D","C",1966,49,11919,1351.1,951.1,102
2024,18.431,1.536,2.734,"9 RUE DU CHANVRE 682 MULHOUSE","2468E1447393S","C","C",NA,48,5204.2,1155.2,606.7,12
2024,45.771,1.144,2.734,"3 RUE DU TARN 682 MULHOUSE","2468E3316738P","C","C",1976,54,4081.3,883.9,410,40
2024,49.242,1.231,2.734,"12 RUE DU TARN 682 MULHOUSE","2468E3319317U","C","C",1976,53,4057.2,878.8,407.5,40
2024,36.797,3.68,2.734,"56 RUE JEAN MARTIN 682 MULHOUSE","2468E1474957W","E","E",1960,69.1,16052,3592.7,1361,10
2024,42.749,2.137,2.734,"49 RUE JEAN MARTIN 682 MULHOUSE","2468E2132335Q","E","E",1970,74,17934.7,3961.2,1267,48
2024,14.934,1.493,2.734,"1 RUE JULES MICHELET 682 MULHOUSE","2468E1211911S","C","C",1975,72,10910.9,1229.1,923,30
2024,55.264,2.303,2.734,"17 RUE MATHIAS GRUNEWALD 682 MULHOUSE","2468E0451967C","E","E",1966,95,26499.5,5642.4,1643.7,174
2024,94.255,2.192,2.538,"99 RUE ALFRED DININ 920 NANTERRE","2492E3673498B","C","C",2012,70.2,8853.1,970.2,879.9,93
2024,162.519,1.658,2.538,"2 RUE DE LA PAIX 920 NANTERRE","2492E2559286T","C","C",1967,70,8290.1,894.5,784.2,100
2024,42.917,1.1,2.538,"28 RUE DE STALINGRAD 920 NANTERRE","2492E3936360D","E","E",1970,28.5,8441.1,1880.3,847,15
2024,27.256,1.603,2.538,"9 AVENUE DES CHAMPS PIERREUX 920 NANTERRE","2492E3782120V","D","D",1990,98,13853.3,2999.6,1722.5,83
2024,31.305,1.841,2.538,"11 AVENUE DES CHAMPS PIERREUX 920 NANTERRE","2492E3782819S","D","D",1990,85,17228.3,3714.8,2088.9,18
2024,48.138,1.851,2.538,"40 RUE DES SUISSES 920 NANTERRE","2492E3939371Y","C","C",2013,37.1,4611,965.6,524,26
2024,22.177,1.478,2.538,"9 RUE DU CASTEL MARLY 920 NANTERRE","2492E3783141C","D","D",1998,72.8,14609.9,3143,1827.3,26
2024,60.687,1.896,2.538,"26 RUE DU DOCTEUR FOUCAULT 920 NANTERRE","2492E0193427E","C","C",1986,67,7207,1508,878.1,15
2024,27.303,1.95,2.538,"13 RUE EDMOND DUBUIS 920 NANTERRE","2492E4371695U","C","C",1996,64.1,8119,1745.3,927.8,14
2024,43.601,2.565,2.538,"55 AVENUE PABLO PICASSO 920 NANTERRE","2492E2935883G","C","C",1992,86.1,7980.7,1667.4,1085,17
2024,25.235,1.941,2.538,"98 RUE RAYMOND BARBET 920 NANTERRE","2492E2934461O","E","E",1958,78.5,22841.8,5014.3,2602,50
2024,109.15,1.629,2.538,"6 RUE SALVADOR ALLENDE 920 NANTERRE","2492E3597311U","D","C",1978,116.4,23074.5,2369.4,2350,120
2024,70.419,1.194,2.493,"96 ROUTE DE VANNES 441 NANTES","2444E0637042L","C","C",2014,69.5,4191.8,875.4,373,60
2024,27.526,1.835,2.493,"2 RUE DE WASSY 441 NANTES","2444E0015164B","D","D",1975,77.3,15991.6,3516.8,1272,16
2024,23.598,1.18,2.493,"223 BOULEVARD DU MASSACRE 441 NANTES","2444E0989511Y","C","C",2015,67,5757.6,786.8,552,39
2024,154.808,4.3,2.598,"180 RUE COSTA DE BEAUREGARD 730 CHAMBÉRY","2473E0483271H","D","A",1982,90,7199.6,529.6,1230.2,36
2024,13.234,1.103,2.598,"925 AVENUE DE LYON 730 CHAMBÉRY","2473E0508338K","C","C",1975,66,8828,1909.6,912.2,12
2024,19.831,1.803,2.598,"56 SQUARE DU MONT BLANC 730 CHAMBÉRY","2473E0612863P","C","C",2001,70.2,7658.5,1640.9,647.4,11
2024,24.803,2.067,2.598,"129 RUE NUNGESSER ET COLI 730 CHAMBÉRY","2473E1049174U","E","C",1956,37,8905.5,870.9,951.7,197
2024,32.981,1.832,2.598,"4 RUE SAINT ANTOINE 730 CHAMBÉRY","2473E1719635T","D","C",1964,83,12088.2,1172.8,1250,165
2024,28.565,1.785,3.125,"11 RUE DE FLANDRE DUNKERQUE 280 CHARTRES","2428E0417674P","D","C",1972,65,12061.8,1008.8,985.8,96
2024,28.787,1.028,3.125,"9 IMPASSE DE LA MOUTONNERIE 280 CHARTRES","2428E0117468F","D","D",1900,50.3,8739.3,1867.9,840,30
2024,34.173,1.898,3.125,"16 AVENUE DES SABLONS 280 CHARTRES","2428E0831619O","C","C",1969,69,10002.1,835.2,830.8,19
2024,20.13,1.548,3.125,"9 ALLEE DU GENERAL DE SONIS 280 CHARTRES","2428E0418251U","D","C",1972,65,13779.5,1152.9,1122.3,76
2024,10.174,1.017,3.125,"4 RUE DU PERE JOSEPH WRESINSKI 280 CHARTRES","2428E1460179Y","C","C",1995,108,11630.3,2479.1,878.1,16
2024,54.283,3.016,3.125,"7 RUE DU PUITS BERCHOT 280 CHARTRES","2428E4047565U","D","D",1946,51,9332.5,1708,1280,19
2024,20.386,1.699,3.125,"5 RUE J BAPTISTE DE LA QUINTINIE 280 CHARTRES","2428E3159311E","C","C",2007,73.5,7980.6,1686.6,1133.8,12
2024,28.171,1.409,3.125,"3 MAIL JEAN DE DUNOIS 280 CHARTRES","2428E1383836R","D","C",1980,80,15554.7,1300.5,1293,80
2024,36.857,1.94,3.125,"7 RUE JULES HETZEL 280 CHARTRES","2428E0166274J","C","C",1969,69,9326.3,779.1,775.4,20
2024,30.419,1.601,3.125,"5 RUE JULES HETZEL 280 CHARTRES","2428E0165965M","C","C",1969,69,9366.2,782.4,778.7,20
2024,30.924,2.209,3.125,"7 RUE SALVADOR ALLENDE 280 CHARTRES","2428E1519258F","C","C",1981,79,8272.1,1749.2,948.8,16
2024,585.661,5.276,3.872,"245 RUE DU CAPLAIN 501 CHERBOURG EN COTENTIN","2450E1210791Y","E","B",NA,60,7364.8,547.2,1252.9,13
2024,53.437,2.672,3.872,"60 RUE GEORGES GUYNEMER 501 CHERBOURG EN COTENTIN","2450E1711207S","D","C",NA,78,11166.1,2053.5,1226,20
2024,47.191,2.949,3.872,"6 RUE GRANDE VALLEE 501 CHERBOURG EN COTENTIN","2450E2081007U","C","C",1987,60,7414.8,1569.7,871.6,16
2024,33.419,1.392,3.872,"1 RUE SIMONE SIGNORET 501 CHERBOURG EN COTENTIN","2450E1388233Q","C","C",2016,62.8,4605.1,972,593.3,12
2024,55.139,5.013,3.872,"1 IMPASSE TELLIER 501 CHERBOURG EN COTENTIN","2450E1081087I","C","A",2009,52.8,4041.4,288.6,735.3,11
2024,19.955,1.05,2.745,"57 RUE BARATHON 031 MONTLUÇON","2403E4424229X","D","D",1966,14.9,3772.4,825.4,400,56
2024,35.315,1.039,2.745,"34 RUE DES GIRAUDS 031 MONTLUÇON","2403E1018535R","D","D",1964,84.1,12007.9,2673.9,827,132
2024,17.83,0.81,2.745,"59 RUE DU MONTAIS 031 MONTLUÇON","2403E2527592I","E","E",NA,53,13948.7,3113.6,1362.5,23
2024,21.534,1.077,2.745,"34 RUE MARYSE BASTIE 031 MONTLUÇON","2403E0616054Q","C","C",NA,70.4,9824.8,2094.2,1009.5,20
2024,29.389,1.225,2.745,"13 RUE RAQUIN 031 MONTLUÇON","2403E1521836K","E","E",1965,72.6,16980.3,3644.5,1367,32
2024,14.674,1.223,2.745,"3 QUAI ROUGET DE LISLE 031 MONTLUÇON","2403E1968976C","E","E",1970,66.7,17929,3731.9,1452,12
2024,43.783,1.684,4.436,"4 RUE GERMAINE TILLION 914 MORANGIS","2491E2242700I","C","C",2014,75.8,4688.5,998.1,372.7,36
2024,130.544,2.967,2.493,"22 RUE GEORGES CHARRIER 441 NANTES","2444E0654129Q","C","A",2011,64.6,3803.7,266.5,699.3,56
2024,17.229,1.013,2.493,"1 BOULEVARD PAUL LANGEVIN 441 NANTES","2444E1401261M","D","D",1948,44,7220.5,1584,527,18
2024,17.499,1.75,2.493,"66 BOULEVARD PIERRE DE COUBERTIN 441 NANTES","2444E0572405K","C","C",NA,60,5650.8,933.9,544.7,60
2024,34.676,1.387,2.493,"2 CHEMIN POISSON 441 NANTES","2444E3044127Q","C","C",2016,49.9,4993.8,1070.3,565,49
2024,34.815,2.176,5.177,"17 RUE DU MOULIN FERRY 604 NANTEUIL LE HAUDOUIN","2460E3957963U","C","C",1974,83.6,6495.9,1383.1,713,16
2024,122.806,1.919,2.941,"20 RUE ALBERTI 060 NICE","2106E1048611L","F","E",1932,19,6227.1,1238.5,622,67
2024,33.601,1.527,2.941,"8 RUE ALPHONSE KARR 060 NICE","2406E0859625W","E","E",1968,59,11083.4,3527,1061,47
2024,36.659,3.055,2.941,"17 RUE ALPHONSE KARR 060 NICE","2406E1587751S","E","E",1936,56.3,10782.2,2928.7,1241,13
2024,32.758,1.82,2.941,"2 RUE ALPHONSE KARR 060 NICE","2406E3928065U","D","D",1970,54,10594.8,2093.7,1332,50
2024,88.501,1.553,2.941,"16 RUE AMIRAL DE GRASSE 060 NICE","2406E3526301I","C","C",1970,58.4,8355.7,1694.3,1064,57
2024,49.019,2.042,2.941,"6 RUE ANDRIOLI 060 NICE","2406E3102712L","D","D",1959,56.4,9365.9,2459.9,1637,26
2024,96.752,2.419,2.941,"30 AVENUE AUBER 060 NICE","2406E3073710Z","D","D",1952,67.6,10211.9,2754,1760,37
2024,32.34,1.54,2.941,"10 RUE BERLIOZ 060 NICE","2406E2919466N","F","E",1972,58.9,18869,4080.1,2039,24
2024,21.419,1.127,2.941,"1 RUE BERLIOZ 060 NICE","2406E1975050V","E","E",1934,62.5,12540.7,4000.5,1194,21
2024,19.817,1.651,2.941,"8 RUE BOISSY D ANGLAS 060 NICE","2406E4402158D","C","C",NA,46.1,5894.3,1302.1,797.5,12
2024,682.326,1.978,2.941,"5 RUE COLONEL GASSIN 060 NICE","2406E0163179M","E","E",1960,61,14444.8,3212.5,1091,40
2024,36.929,2.841,2.941,"2 AVENUE D ANVERS 060 NICE","2406E0376698T","B","B",1976,101.1,6300.2,867.4,872,13
2024,76.709,1.743,2.941,"4 RUE DE DIJON 060 NICE","2406E0177196P","E","E",1969,72.9,14274.9,4545.1,1367,44
2024,68.731,1.676,2.941,"34 AVENUE DE FLIREY 060 NICE","2406E0393956N","D","D",1967,51.6,11646.7,2574.3,822,42
2024,156.906,1.618,2.941,"14 AVENUE DE FLIREY 060 NICE","2306E4527680W","D","D",1967,64.5,12635.5,2827,841,104
2024,62.512,2.315,2.941,"171 RUE DE FRANCE 060 NICE","2406E0693526L","D","D",1955,79.7,16148.4,3322.8,1324,28
2024,425.561,1.858,2.941,"144 RUE DE FRANCE 060 NICE","2406E3918632Z","C","A",1996,37.2,2963.6,203.9,727,100
2024,29.896,1.3,2.941,"135 RUE DE FRANCE 060 NICE","2406E0408477A","E","E",1967,73.7,14532.9,4576.8,1431,23
2024,23.902,1.138,2.941,"38 RUE DE LA BUFFA 060 NICE","2406E3888448B","D","D",1971,57.8,10138.8,2150.2,1182,49
2024,90.439,2.206,2.941,"46 BOULEVARD DE LA MADELEINE 060 NICE","2406E1087211E","D","D",1958,60.9,9515.4,1839.8,920,14
2024,52.871,1.125,2.941,"3 BOULEVARD DE LA MADELEINE 060 NICE","2406E2592042H","C","C",1972,120,12856.8,2858.4,1295,50
2024,86.567,1.519,2.941,"252 BOULEVARD DE LA MADELEINE 060 NICE","2406E3207673K","D","D",1970,85,14978.5,3352.3,1471,62
2024,57.903,1.485,2.941,"164 BOULEVARD DE LA MADELEINE 060 NICE","2406E3258697W","D","D",1970,42.2,5617.8,1765.2,874,65
2024,57.702,1.56,2.941,"115 BOULEVARD DE LA MADELEINE 060 NICE","2406E3853234R","C","C",1965,33.1,3774.8,800.8,440,76
2024,67.628,1.353,2.941,"249 PROMENADE DES ANGLAIS 060 NICE","2406E2696763A","E","E",1960,62.7,10515.7,3341.6,1608,53
2024,49.197,2.894,2.941,"205 PROMENADE DES ANGLAIS 060 NICE","2406E3996680V","E","E",1926,116.1,22861.9,6677.5,3662,32
2024,21.247,1.932,2.941,"183 PROMENADE DES ANGLAIS 060 NICE","2406E1249944D","D","D",1941,60.3,8671.6,2012,1111,13
2024,548.007,2.597,2.941,"76 AVENUE DES BAUMETTES 060 NICE","2406E0197647E","F","F",1962,50.1,16512.9,3710.2,1095,23
2024,37.529,2.346,2.941,"42 AVENUE DES BAUMETTES 060 NICE","2406E3346850J","E","D",1963,97.3,20456.9,3594.4,2763,16
2024,81.717,2.209,2.941,"5 AVENUE DES FLEURS 060 NICE","2406E0737836R","F","F",1953,38.3,12929,2900.5,922,43
2024,61.082,2.909,2.941,"20 AVENUE DES FLEURS 060 NICE","2406E0751636L","E","E",1960,24.6,5468.5,1323.5,735,20
2024,58.918,1.592,2.941,"4 AVENUE DES FLEURS 060 NICE","2406E1709011O","C","C",1955,104.2,13395.4,2988,921,31
